apn,shape_area,category,year_built,class,county,unknown,place_name,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
"021037109",165800,Existing,2003,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002111",1400000US06071002111,"06071002111","21.11",Census Tract 21.11,CA,San Bernardino County,California,CT,3484013,0
"021021267",347200,Existing,2020,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021122243",62700,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021020513",96800,Existing,2019,storage warehouse,San Bernardino County,"0",Ontario,"06","071","002109",1400000US06071002109,"06071002109","21.09",Census Tract 21.09,CA,San Bernardino County,California,CT,4774265,53055
"021122239",482400,Existing,1987,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021122244",88000,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021021246",195000,Existing,1980,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021122234",225700,Existing,1988,flex,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021122245",238500,Existing,1990,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021122246",224500,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123222",697800,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123221",371800,Existing,1987,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123228",213100,Existing,1988,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123229",133300,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123260",229300,Existing,2020,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123262",542200,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021007132",265500,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002111",1400000US06071002111,"06071002111","21.11",Census Tract 21.11,CA,San Bernardino County,California,CT,3484013,0
"021007161",80600,Existing,1986,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002111",1400000US06071002111,"06071002111","21.11",Census Tract 21.11,CA,San Bernardino County,California,CT,3484013,0
"021021263",179300,Existing,2016,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021019253",314100,Existing,2023,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123223",304800,Existing,1988,flex,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123261",186900,Existing,2000,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021121123",427000,Existing,2014,improvements ass'd associated apn,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"021121315",2652100,Existing,1992,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"021123224",156900,Existing,1993,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123247",774100,Existing,1998,flex,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123248",813900,Existing,1996,light industrial,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021123237",70600,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021031103",55700,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001312",1400000US06071001312,"06071001312","13.12",Census Tract 13.12,CA,San Bernardino County,California,CT,2701222,0
"021123242",666900,Existing,1996,flex,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021121117",1235800,Existing,2012,flex,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"021121124",810100,Existing,2013,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"021123250",91900,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"021008147",264500,Existing,2022,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020901215",451100,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020902216",382700,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020914502",236500,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020949105",74000,Existing,2011,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020949179",53900,Existing,2003,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020947105",60500,Existing,1995,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020947106",55600,Existing,1995,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914504",190900,Existing,2000,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020949121",55700,Existing,1989,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020946113",171200,Existing,2002,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914519",65100,Existing,1998,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020901353",69500,Existing,1991,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020896101",374000,Existing,1984,flex,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020902220",57700,Existing,2000,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020903226",158500,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020903221",100800,Existing,1980,storage warehouse,San Bernardino County,"1",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020947112",58100,Existing,2002,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020947110",70000,Existing,1995,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020948101",561600,Existing,2000,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914520",196900,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020901385",797900,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020914522",185900,Existing,2008,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914508",260100,Existing,2006,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914507",228200,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020949150",109500,Existing,2000,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020902117",306200,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020949186",52100,Existing,1998,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020902105",418200,Existing,1987,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020902132",91700,Existing,2003,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020949124",107100,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020901368",263100,Existing,2005,flex,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020903266",124200,Existing,2018,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020901214",177500,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020901204",234700,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020901217",190500,Existing,1998,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020901369",149900,Existing,2005,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020947111",334800,Existing,1998,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020947111",108100,Existing,1998,distribution warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020946111",179100,Existing,2001,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914313",476900,Existing,1981,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914323",219400,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914306",206100,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914311",409800,Existing,2004,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020896102",339000,Existing,1985,flex,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020913101",205400,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002111",1400000US06071002111,"06071002111","21.11",Census Tract 21.11,CA,San Bernardino County,California,CT,3484013,0
"020901221",280700,Existing,1989,flex,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020901220",292400,Existing,1989,flex,San Bernardino County,"0",Rancho Cucamonga,"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"020914333",222600,Existing,1998,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914319",301000,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020914303",200100,Existing,1980,light industrial,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"020949120",55600,Existing,1990,storage warehouse,San Bernardino County,"0",Rancho Cucamonga,"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"021813139",366300,Existing,1980,cold storage facility,San Bernardino County,"0",Ontario,"06","071","001910",1400000US06071001910,"06071001910","19.10",Census Tract 19.10,CA,San Bernardino County,California,CT,12853404,0
"021817118",1214600,Existing,1981,light industrial,San Bernardino County,"0",Ontario,"06","071","001906",1400000US06071001906,"06071001906","19.06",Census Tract 19.06,CA,San Bernardino County,California,CT,7802825,0
"023113185",71900,Existing,1995,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023205143",1520200,Existing,2016,distribution warehouse,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023010133",368300,Existing,2005,transit warehouse (truck terminal),San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023010104",91700,Existing,2016,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023110214",168800,Existing,1980,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023102159",761300,Existing,1987,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023102167",77000,Existing,1998,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023217116",296500,Existing,1980,light industrial,San Bernardino County,"1",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023016240",86000,Existing,1980,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023113122",190200,Existing,1992,light industrial,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023113142",52500,Existing,1985,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023215118",154800,Existing,2002,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023014230",161900,Existing,1995,light industrial,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023215116",92900,Existing,2002,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023215109",86900,Existing,2001,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023301103",100700,Existing,1990,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023014143",98900,Existing,1994,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023013131",413300,Existing,2021,distribution warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023013226",249300,Existing,2022,distribution warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023013226",176000,Existing,2022,distribution warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023012215",186000,Existing,1980,light industrial,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023113103",182400,Existing,2007,light industrial,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023113190",122900,Existing,1995,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023208156",206600,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023005121",57000,Existing,1986,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023113143",52500,Existing,1987,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"023215110",65300,Existing,2003,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023014144",99000,Existing,1994,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023102137",103200,Existing,1988,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023216105",176400,Existing,1985,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023207102",169600,Existing,1991,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023206109",209300,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023205105",201700,Existing,2023,improvements ass'd associated apn,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023205110",207400,Existing,1990,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023015144",57000,Existing,2014,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023109118",62200,Existing,2009,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023109117",63700,Existing,2009,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023110122",70200,Existing,1996,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023012102",206800,Existing,2003,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023013130",80000,Existing,2004,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"023014150",51500,Existing,2004,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023208155",140900,Existing,1987,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023212155",73500,Existing,1997,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023016137",163200,Existing,1984,light industrial,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023102118",182800,Existing,1990,light industrial,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023208171",62300,Existing,2004,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023208170",62500,Existing,2003,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023208169",58500,Existing,2004,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023208168",66000,Existing,2004,storage warehouse,San Bernardino County,"0",Fontana,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023215202",184800,Existing,1980,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023215209",219500,Existing,1999,light industrial,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023014147",60300,Existing,2001,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002403",1400000US06071002403,"06071002403","24.03",Census Tract 24.03,CA,San Bernardino County,California,CT,2638380,0
"023206134",455300,Existing,2020,distribution warehouse,San Bernardino County,"0",unincorporated,"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"023012103",78900,Existing,1987,storage warehouse,San Bernardino County,"0",unincorporated,"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
