apn,NAME1,NAMELSAD1,NAME2,NAMELSAD2
"022926376","21.12",Census Tract 21.12,,
"022926380","21.12",Census Tract 21.12,,
"022926381","21.12",Census Tract 21.12,,
"022927145","22.07",Census Tract 22.07,,
"022927151","22.07",Census Tract 22.07,,
"022928361","22.07",Census Tract 22.07,,
"022928369","22.07",Census Tract 22.07,,
"022928371","22.07",Census Tract 22.07,,
"022928372","22.07",Census Tract 22.07,,
"022928415","22.07",Census Tract 22.07,,
"022928416","22.07",Census Tract 22.07,,
"022928417","22.07",Census Tract 22.07,,
"022928418","22.07",Census Tract 22.07,,
"022928419","22.07",Census Tract 22.07,,
"022928420","22.07",Census Tract 22.07,,
"022928423","21.12",Census Tract 21.12,,
"022928427","21.12",Census Tract 21.12,,
"022929117","22.07",Census Tract 22.07,,
"022929131","22.04",Census Tract 22.04,,
"022929134","22.04",Census Tract 22.04,,
"022929139","22.04",Census Tract 22.04,,
"022929140","22.04",Census Tract 22.04,,
"022929155","22.07",Census Tract 22.07,,
"022932102","22.07",Census Tract 22.07,,
"022932103","22.07",Census Tract 22.07,,
"022932105","22.07",Census Tract 22.07,,
"022932106","22.07",Census Tract 22.07,,
"022932107","22.07",Census Tract 22.07,,
"022932112","22.07",Census Tract 22.07,,
"022932118","22.07",Census Tract 22.07,,
"022932119","22.07",Census Tract 22.07,,
"022932122","22.07",Census Tract 22.07,"22.07",Census Tract 22.07
"022933105","22.07",Census Tract 22.07,,
"022933107","22.07",Census Tract 22.07,,
"022933112","22.07",Census Tract 22.07,,
"022933114","22.07",Census Tract 22.07,,
"022933115","22.07",Census Tract 22.07,,
"022933116","22.07",Census Tract 22.07,,
"022934103","21.12",Census Tract 21.12,,
"022934115","21.12",Census Tract 21.12,,
"022937114","22.04",Census Tract 22.04,,
"022937120","22.04",Census Tract 22.04,,
"022937123","22.04",Census Tract 22.04,,
"022938105","22.04",Census Tract 22.04,,
"022940110","21.12",Census Tract 21.12,,
"023005121","22.04",Census Tract 22.04,,
"023010104","22.04",Census Tract 22.04,,
"023010133","22.04",Census Tract 22.04,,
"023012102","22.04",Census Tract 22.04,,
"023012103","22.04",Census Tract 22.04,,
"023012215","22.04",Census Tract 22.04,,
"023013130","22.04",Census Tract 22.04,,
"023013131","22.04",Census Tract 22.04,,
"023013226","22.04",Census Tract 22.04,"22.04",Census Tract 22.04
"023014143","24.03",Census Tract 24.03,,
"023014144","24.03",Census Tract 24.03,,
"023014147","24.03",Census Tract 24.03,,
"023014150","24.03",Census Tract 24.03,,
"023014230","24.03",Census Tract 24.03,,
"023015144","24.03",Census Tract 24.03,,
"023016137","24.03",Census Tract 24.03,,
"023016240","24.03",Census Tract 24.03,,
"023102118","24.03",Census Tract 24.03,,
"023102137","24.03",Census Tract 24.03,,
"023102159","24.03",Census Tract 24.03,,
"023102167","24.03",Census Tract 24.03,,
"023109117","24.03",Census Tract 24.03,,
"023109118","24.03",Census Tract 24.03,,
"023110122","24.03",Census Tract 24.03,,
"023110214","24.03",Census Tract 24.03,,
"023113103","25.01",Census Tract 25.01,,
"023113122","25.01",Census Tract 25.01,,
"023113142","25.01",Census Tract 25.01,,
"023113143","25.01",Census Tract 25.01,,
"023113185","25.01",Census Tract 25.01,,
"023113188","25.01",Census Tract 25.01,,
"023113190","25.01",Census Tract 25.01,,
"023205105","24.06",Census Tract 24.06,,
"023205110","24.06",Census Tract 24.06,,
"023205143","24.06",Census Tract 24.06,,
"023206104","24.06",Census Tract 24.06,,
"023206109","24.06",Census Tract 24.06,,
"023206126","24.06",Census Tract 24.06,,
"023206134","24.06",Census Tract 24.06,,
"023207102","24.06",Census Tract 24.06,,
"023208155","24.06",Census Tract 24.06,,
"023208156","24.06",Census Tract 24.06,,
"023208168","24.06",Census Tract 24.06,,
"023208169","24.06",Census Tract 24.06,,
"023208170","24.06",Census Tract 24.06,,
"023208171","24.06",Census Tract 24.06,,
"023212155","24.03",Census Tract 24.03,,
"023215109","24.06",Census Tract 24.06,,
"023215110","24.06",Census Tract 24.06,,
"023215116","24.06",Census Tract 24.06,,
"023215118","24.06",Census Tract 24.06,,
"023215202","24.06",Census Tract 24.06,,
"023215209","24.06",Census Tract 24.06,,
"023216105","24.06",Census Tract 24.06,,
"023217116","24.06",Census Tract 24.06,,
"023301103","24.03",Census Tract 24.03,,
"023401112","22.04",Census Tract 22.04,,
"023401116","22.04",Census Tract 22.04,,
"023403105","22.04",Census Tract 22.04,,
"023404168","22.04",Census Tract 22.04,,
"023405104","22.04",Census Tract 22.04,,
"023407101","22.04",Census Tract 22.04,,
"023407127","22.04",Census Tract 22.04,,
"023407140","22.04",Census Tract 22.04,,
"023407141","22.04",Census Tract 22.04,,
"023410121","25.01",Census Tract 25.01,,
"023411105","25.01",Census Tract 25.01,,
"023415101","25.01",Census Tract 25.01,,
"023415113","25.01",Census Tract 25.01,,
"023416111","22.04",Census Tract 22.04,,
"023418109","22.04",Census Tract 22.04,,
"023418110","22.04",Census Tract 22.04,,
"023418112","22.04",Census Tract 22.04,,
"023420113","22.04",Census Tract 22.04,,
"023421133","22.04",Census Tract 22.04,,
"023422106","25.01",Census Tract 25.01,,
"023422124","25.01",Census Tract 25.01,,
"023424117","25.01",Census Tract 25.01,"25.01",Census Tract 25.01
"023504109","25.01",Census Tract 25.01,,
"023515220","25.03",Census Tract 25.03,,
"023519103","25.01",Census Tract 25.01,,
"023520107","25.01",Census Tract 25.01,,
"023520121","25.01",Census Tract 25.01,,
"023521102","25.01",Census Tract 25.01,,
"023521113","25.01",Census Tract 25.01,,
"023601105","22.04",Census Tract 22.04,,
"023601114","22.04",Census Tract 22.04,,
"023602108","22.04",Census Tract 22.04,,
"023602109","22.04",Census Tract 22.04,,
"023602123","22.04",Census Tract 22.04,,
"023603103","22.04",Census Tract 22.04,,
"023603106","22.04",Census Tract 22.04,,
"023605206","26.09",Census Tract 26.09,,
"023607106","26.09",Census Tract 26.09,,
"023607107","26.09",Census Tract 26.09,,
"023607113","26.09",Census Tract 26.09,,
"023607119","26.09",Census Tract 26.09,,
"023607132","26.09",Census Tract 26.09,,
"023607136","26.09",Census Tract 26.09,,
"023607137","26.09",Census Tract 26.09,,
"023608113","26.09",Census Tract 26.09,,
"023608128","26.09",Census Tract 26.09,,
"023609124","26.09",Census Tract 26.09,,
"023609131","26.09",Census Tract 26.09,,
"023609133","26.09",Census Tract 26.09,,
"023609137","26.09",Census Tract 26.09,,
"023609141","26.09",Census Tract 26.09,,
"023610104","26.09",Census Tract 26.09,,
"023610122","26.09",Census Tract 26.09,,
"023611134","26.09",Census Tract 26.09,,
"023611135","26.09",Census Tract 26.09,,
"023611136","26.09",Census Tract 26.09,,
"023611138","26.09",Census Tract 26.09,,
"023612122","26.09",Census Tract 26.09,,
"023612219","26.09",Census Tract 26.09,,
"023612224","26.09",Census Tract 26.09,,
"023612225","26.09",Census Tract 26.09,,
"023612226","26.09",Census Tract 26.09,,
"023614102","26.09",Census Tract 26.09,,
"023614117","26.09",Census Tract 26.09,,
"023614118","26.09",Census Tract 26.09,,
"023614122","26.09",Census Tract 26.09,,
"023615127","26.09",Census Tract 26.09,,
"023615139","26.09",Census Tract 26.09,,
"023615140","26.09",Census Tract 26.09,,
"023615158","26.09",Census Tract 26.09,,
"023615161","26.09",Census Tract 26.09,,
"023615162","26.09",Census Tract 26.09,,
"023615163","26.09",Census Tract 26.09,,
"023615166","26.09",Census Tract 26.09,,
"023615167","26.09",Census Tract 26.09,,
"023615168","26.09",Census Tract 26.09,,
"023616181","26.09",Census Tract 26.09,,
"023617111","26.09",Census Tract 26.09,,
"023617190","26.09",Census Tract 26.09,,
"023617191","26.09",Census Tract 26.09,,
"023617192","26.09",Census Tract 26.09,,
"023617193","26.09",Census Tract 26.09,,
"023617201","26.09",Census Tract 26.09,,
"023617202","26.09",Census Tract 26.09,,
"023618128","26.09",Census Tract 26.09,,
"023618129","26.09",Census Tract 26.09,,
"023619101","26.09",Census Tract 26.09,,
"023619112","26.09",Census Tract 26.09,,
"023619114","26.09",Census Tract 26.09,,
"023619127","26.09",Census Tract 26.09,,
"023620115","26.09",Census Tract 26.09,,
"023620117","26.09",Census Tract 26.09,,
"023620118","26.09",Census Tract 26.09,,
"023620128","26.09",Census Tract 26.09,,
"023620129","26.09",Census Tract 26.09,,
"023620133","26.09",Census Tract 26.09,,
"023620134","26.09",Census Tract 26.09,,
"023620135","26.09",Census Tract 26.09,,
"023701109","26.09",Census Tract 26.09,,
"023704102","26.09",Census Tract 26.09,,
"023704116","26.09",Census Tract 26.09,,
"023704212","26.09",Census Tract 26.09,,
"023705101","26.09",Census Tract 26.09,,
"023705205","26.09",Census Tract 26.09,,
"023705228","26.09",Census Tract 26.09,,
"023705313","26.09",Census Tract 26.09,,
"023705429","26.09",Census Tract 26.09,,
"023706103","26.09",Census Tract 26.09,,
"023706131","26.09",Census Tract 26.09,,
"023706134","26.09",Census Tract 26.09,,
"023707112","26.09",Census Tract 26.09,,
"023708102","26.09",Census Tract 26.09,,
"023708128","26.09",Census Tract 26.09,,
"023708130","26.09",Census Tract 26.09,,
"023709107","26.09",Census Tract 26.09,,
"023709108","26.09",Census Tract 26.09,,
"023709121","26.09",Census Tract 26.09,,
"023709122","26.09",Census Tract 26.09,,
"023709128","26.09",Census Tract 26.09,,
"023710104","26.09",Census Tract 26.09,,
"023710109","26.09",Census Tract 26.09,,
"023710116","26.09",Census Tract 26.09,,
"023710124","26.09",Census Tract 26.09,,
"023710125","26.09",Census Tract 26.09,,
"023710131","26.09",Census Tract 26.09,,
"023710134","26.09",Census Tract 26.09,,
"023710137","26.09",Census Tract 26.09,,
"023710138","26.09",Census Tract 26.09,,
"023710139","26.09",Census Tract 26.09,,
"023710140","26.09",Census Tract 26.09,,
"023710141","26.09",Census Tract 26.09,,
"023711140","26.09",Census Tract 26.09,,
"023711142","26.09",Census Tract 26.09,,
"023712206","26.09",Census Tract 26.09,,
"023712207","26.09",Census Tract 26.09,,
"023712217","26.09",Census Tract 26.09,,
"023712218","26.09",Census Tract 26.09,,
"023712219","26.09",Census Tract 26.09,,
"023713111","26.09",Census Tract 26.09,,
"023713112","26.09",Census Tract 26.09,,
"023713119","26.09",Census Tract 26.09,,
"023713120","26.09",Census Tract 26.09,,
"023713125","26.09",Census Tract 26.09,,
"023713126","26.09",Census Tract 26.09,,
"023713127","26.09",Census Tract 26.09,,
"023714104","26.09",Census Tract 26.09,,
"023714111","26.09",Census Tract 26.09,,
"023714115","26.09",Census Tract 26.09,,
"023714125","26.09",Census Tract 26.09,,
"023714126","26.09",Census Tract 26.09,,
"023715105","26.09",Census Tract 26.09,,
"023715108","26.09",Census Tract 26.09,,
"023716113","26.09",Census Tract 26.09,,
"023716114","26.09",Census Tract 26.09,,
"023718112","26.09",Census Tract 26.09,,
"023718113","26.09",Census Tract 26.09,,
"023719109","26.09",Census Tract 26.09,,
"023719141","26.09",Census Tract 26.09,,
"023719149","26.09",Census Tract 26.09,,
"023719150","26.09",Census Tract 26.09,,
"023719151","26.09",Census Tract 26.09,,
"023719152","26.09",Census Tract 26.09,,
"023801234","127",Census Tract 127,,
"023801235","127",Census Tract 127,,
"023801236","127",Census Tract 127,,
"023801237","127",Census Tract 127,,
"023802102","127",Census Tract 127,,
"023802137","127",Census Tract 127,,
"023802142","127",Census Tract 127,,
"023802143","127",Census Tract 127,,
"023802147","127",Census Tract 127,,
"023802148","127",Census Tract 127,,
"023802149","127",Census Tract 127,,
"023802150","127",Census Tract 127,,
"023802152","127",Census Tract 127,,
"023802154","127",Census Tract 127,,
"023802156","127",Census Tract 127,,
"023802158","127",Census Tract 127,,
"023802166","127",Census Tract 127,,
"023802174","127",Census Tract 127,,
"023802176","127",Census Tract 127,,
"023802177","127",Census Tract 127,,
"023802178","127",Census Tract 127,,
"023802182","127",Census Tract 127,,
"023802186","127",Census Tract 127,,
"023803118","22.04",Census Tract 22.04,,
"023803119","22.04",Census Tract 22.04,,
"023803126","22.04",Census Tract 22.04,,
"023803127","22.04",Census Tract 22.04,,
"023803128","22.04",Census Tract 22.04,,
"023803131","22.04",Census Tract 22.04,,
"023803141","22.04",Census Tract 22.04,,
"023803142","22.04",Census Tract 22.04,,
"023804219","127",Census Tract 127,,
"023804223","127",Census Tract 127,,
"023804224","127",Census Tract 127,,
"023804225","127",Census Tract 127,,
"023804227","127",Census Tract 127,,
"023804228","127",Census Tract 127,,
"023805123","127",Census Tract 127,,
"023805124","127",Census Tract 127,,
"023805125","127",Census Tract 127,,
"023805126","127",Census Tract 127,,
"023805127","127",Census Tract 127,,
"023805128","127",Census Tract 127,,
"023805129","127",Census Tract 127,,
"023805134","127",Census Tract 127,,
"023805135","127",Census Tract 127,,
"023805138","127",Census Tract 127,,
"023805139","127",Census Tract 127,,
"023805140","127",Census Tract 127,,
"023805141","127",Census Tract 127,,
"023805142","127",Census Tract 127,,
"023805143","127",Census Tract 127,,
"023805207","127",Census Tract 127,,
"023805229","127",Census Tract 127,,
"023805237","127",Census Tract 127,,
"023805238","127",Census Tract 127,,
"023805243","127",Census Tract 127,,
"023805244","127",Census Tract 127,,
"023805247","127",Census Tract 127,,
"023805248","127",Census Tract 127,,
"023805252","127",Census Tract 127,,
"023805253","127",Census Tract 127,,
"023805254","127",Census Tract 127,,
"023806207","22.04",Census Tract 22.04,,
"023806238","22.04",Census Tract 22.04,,
"023806240","22.04",Census Tract 22.04,,
"023806241","22.04",Census Tract 22.04,,
"023806306","22.04",Census Tract 22.04,,
"023806310","22.04",Census Tract 22.04,,
"023806311","22.04",Census Tract 22.04,,
"023808142","127",Census Tract 127,,
"023808144","127",Census Tract 127,,
"023808145","127",Census Tract 127,,
"023808156","127",Census Tract 127,,
"023808158","127",Census Tract 127,,
"023808159","127",Census Tract 127,,
"023808160","127",Census Tract 127,,
"023808162","127",Census Tract 127,,
"023808163","127",Census Tract 127,,
"023808164","127",Census Tract 127,,
"023808167","127",Census Tract 127,,
"023808170","127",Census Tract 127,,
"023808171","127",Census Tract 127,,
"023808172","127",Census Tract 127,,
"023808173","127",Census Tract 127,,
"023808174","127",Census Tract 127,,
"023808175","127",Census Tract 127,,
"023808180","127",Census Tract 127,,
"023808185","127",Census Tract 127,,
"023808186","127",Census Tract 127,,
"023808199","127",Census Tract 127,,
"023809125","22.04",Census Tract 22.04,,
"023809138","22.04",Census Tract 22.04,,
"023809143","22.04",Census Tract 22.04,,
"023809144","22.04",Census Tract 22.04,,
"023809147","22.04",Census Tract 22.04,,
"023809161","22.04",Census Tract 22.04,,
"023809162","22.04",Census Tract 22.04,,
"023809163","22.04",Census Tract 22.04,,
"023809164","22.04",Census Tract 22.04,,
"023809165","22.04",Census Tract 22.04,,
"023809169","22.04",Census Tract 22.04,,
"023809170","22.04",Census Tract 22.04,,
"023809171","22.04",Census Tract 22.04,,
"023809172","22.04",Census Tract 22.04,,
"023809173","22.04",Census Tract 22.04,,
"023809174","22.04",Census Tract 22.04,,
"023809175","22.04",Census Tract 22.04,,
"023809177","22.04",Census Tract 22.04,,
"023809181","22.04",Census Tract 22.04,,
"023809182","22.04",Census Tract 22.04,,
"023809185","22.04",Census Tract 22.04,,
"023809186","22.04",Census Tract 22.04,,
"023809187","22.04",Census Tract 22.04,,
"023809188","22.04",Census Tract 22.04,,
"023809189","22.04",Census Tract 22.04,,
"023809190","22.04",Census Tract 22.04,,
"023809191","22.04",Census Tract 22.04,,
"023809192","22.04",Census Tract 22.04,,
"023809197","22.04",Census Tract 22.04,,
"023809198","22.04",Census Tract 22.04,,
"023810111","127",Census Tract 127,,
"023810151","127",Census Tract 127,,
"023810152","127",Census Tract 127,,
"023810153","127",Census Tract 127,,
"023810154","127",Census Tract 127,,
"023810157","127",Census Tract 127,,
"023810162","127",Census Tract 127,,
"023810163","127",Census Tract 127,,
"023810164","127",Census Tract 127,,
"023810165","127",Census Tract 127,,
"023810168","127",Census Tract 127,,
"023810169","127",Census Tract 127,,
"023810175","127",Census Tract 127,,
"023810177","127",Census Tract 127,,
"023810178","127",Census Tract 127,,
"023810179","127",Census Tract 127,,
"023810181","127",Census Tract 127,,
"023810184","127",Census Tract 127,,
"023810185","127",Census Tract 127,,
"023811130","22.04",Census Tract 22.04,,
"023811131","22.04",Census Tract 22.04,,
"023811132","22.04",Census Tract 22.04,,
"023811133","22.04",Census Tract 22.04,,
"023811140","22.04",Census Tract 22.04,,
"023811143","22.04",Census Tract 22.04,,
"023811146","22.04",Census Tract 22.04,,
"023811147","22.04",Census Tract 22.04,,
"023811148","22.04",Census Tract 22.04,,
"023811149","22.04",Census Tract 22.04,,
"023811150","22.04",Census Tract 22.04,,
"023811152","22.04",Census Tract 22.04,,
"023811153","22.04",Census Tract 22.04,,
"023811216","22.04",Census Tract 22.04,,
"023811217","22.04",Census Tract 22.04,,
"023812126","127",Census Tract 127,,
"023812128","127",Census Tract 127,,
"023812129","127",Census Tract 127,,
"023812133","127",Census Tract 127,,
"023812141","127",Census Tract 127,,
"023812143","127",Census Tract 127,,
"023812156","127",Census Tract 127,,
"023812157","127",Census Tract 127,,
"023812163","127",Census Tract 127,,
"023812168","127",Census Tract 127,,
"023812175","127",Census Tract 127,,
"023812176","127",Census Tract 127,,
"023813204","127",Census Tract 127,,
"023813205","127",Census Tract 127,,
"023813221","127",Census Tract 127,,
"023813222","127",Census Tract 127,,
"023813223","127",Census Tract 127,,
"023813225","127",Census Tract 127,,
"023813226","127",Census Tract 127,,
"023813227","127",Census Tract 127,,
"023813303","127",Census Tract 127,,
"023813312","127",Census Tract 127,,
"023813321","127",Census Tract 127,,
"023813322","127",Census Tract 127,,
"023813324","127",Census Tract 127,,
"023813326","127",Census Tract 127,,
"023813327","127",Census Tract 127,,
"023813330","127",Census Tract 127,,
"023813334","127",Census Tract 127,,
"023813340","127",Census Tract 127,,
"023813341","127",Census Tract 127,,
"023813342","127",Census Tract 127,,
"023813343","127",Census Tract 127,,
"023813344","127",Census Tract 127,,
"023813345","127",Census Tract 127,,
"023813346","127",Census Tract 127,,
"023814204","22.04",Census Tract 22.04,,
"023814207","22.04",Census Tract 22.04,,
"023814211","22.04",Census Tract 22.04,,
"023814307","22.04",Census Tract 22.04,,
"023814309","22.04",Census Tract 22.04,,
"023814310","22.04",Census Tract 22.04,,
"023814311","22.04",Census Tract 22.04,,
"023814314","22.04",Census Tract 22.04,,
"023814315","22.04",Census Tract 22.04,,
"023814410","22.04",Census Tract 22.04,,
"023814412","22.04",Census Tract 22.04,,
"023814414","22.04",Census Tract 22.04,,
"023814416","22.04",Census Tract 22.04,,
"023814417","22.04",Census Tract 22.04,,
"023814418","22.04",Census Tract 22.04,,
"023814421","22.04",Census Tract 22.04,,
"023814422","22.04",Census Tract 22.04,,
"023814423","22.04",Census Tract 22.04,,
"023814424","22.04",Census Tract 22.04,,
"023815201","127",Census Tract 127,,
"023815203","127",Census Tract 127,,
"023815206","127",Census Tract 127,,
"023815213","127",Census Tract 127,,
"023815214","127",Census Tract 127,,
"023815217","127",Census Tract 127,,
"023815218","127",Census Tract 127,,
"023815219","127",Census Tract 127,,
"023815220","127",Census Tract 127,,
"023815221","127",Census Tract 127,,
"023815222","127",Census Tract 127,,
"023815223","127",Census Tract 127,,
"023815224","127",Census Tract 127,,
"023815225","127",Census Tract 127,,
"023815228","127",Census Tract 127,,
"023815232","127",Census Tract 127,,
"023815233","127",Census Tract 127,,
"023815234","127",Census Tract 127,,
"023816119","127",Census Tract 127,,
"023816124","127",Census Tract 127,,
"023816125","127",Census Tract 127,,
"023816126","127",Census Tract 127,,
"023816148","127",Census Tract 127,,
"023816149","127",Census Tract 127,,
"023816150","127",Census Tract 127,,
"023816151","127",Census Tract 127,,
"023816152","127",Census Tract 127,,
"023816171","127",Census Tract 127,,
"023816177","127",Census Tract 127,,
"023816178","127",Census Tract 127,,
"023816179","127",Census Tract 127,,
"023816181","127",Census Tract 127,,
"023816182","127",Census Tract 127,,
"023817133","22.04",Census Tract 22.04,,
"023817137","22.04",Census Tract 22.04,,
"023817139","22.04",Census Tract 22.04,,
"023817140","22.04",Census Tract 22.04,,
"023817143","22.04",Census Tract 22.04,,
"023817144","22.04",Census Tract 22.04,,
"023817151","22.04",Census Tract 22.04,,
"023817158","22.04",Census Tract 22.04,,
"023817167","22.04",Census Tract 22.04,,
"023817168","22.04",Census Tract 22.04,,
"023817169","22.04",Census Tract 22.04,,
"023817170","22.04",Census Tract 22.04,,
"023817172","22.04",Census Tract 22.04,,
"023817175","22.04",Census Tract 22.04,,
"023817183","22.04",Census Tract 22.04,,
"023817184","22.04",Census Tract 22.04,,
"023817185","22.04",Census Tract 22.04,,
"023817431","22.04",Census Tract 22.04,,
"023817432","22.04",Census Tract 22.04,,
"023817433","22.04",Census Tract 22.04,,
"023817434","22.04",Census Tract 22.04,,
"023817435","22.04",Census Tract 22.04,,
"023817439","22.04",Census Tract 22.04,,
"023817440","22.04",Census Tract 22.04,,
"023817441","22.04",Census Tract 22.04,,
"023817444","22.04",Census Tract 22.04,,
"023817445","22.04",Census Tract 22.04,,
"023817446","22.04",Census Tract 22.04,,
"023817448","22.04",Census Tract 22.04,,
"023818508","127",Census Tract 127,,
"023818520","127",Census Tract 127,,
"023818523","127",Census Tract 127,,
"023818524","127",Census Tract 127,,
"023818526","127",Census Tract 127,,
"023818527","127",Census Tract 127,,
"023818533","127",Census Tract 127,,
"023818534","127",Census Tract 127,,
"023818535","127",Census Tract 127,,
"023818536","127",Census Tract 127,,
"023818539","127",Census Tract 127,,
"023818540","127",Census Tract 127,,
"023818541","127",Census Tract 127,,
"023818544","127",Census Tract 127,,
"023818547","127",Census Tract 127,,
"023818551","127",Census Tract 127,,
"023818552","127",Census Tract 127,,
"023818553","127",Census Tract 127,,
"023818555","127",Census Tract 127,,
"023818556","127",Census Tract 127,,
"023819314","127",Census Tract 127,,
"023819317","127",Census Tract 127,,
"023819318","127",Census Tract 127,,
"023819319","127",Census Tract 127,,
"023819320","127",Census Tract 127,,
"023819321","127",Census Tract 127,,
"023819324","127",Census Tract 127,,
"023819325","127",Census Tract 127,,
"023820124","127",Census Tract 127,,
"023820125","127",Census Tract 127,,
"023820127","127",Census Tract 127,,
"023820133","127",Census Tract 127,,
"023820143","127",Census Tract 127,,
"023821116","127",Census Tract 127,,
"023821117","127",Census Tract 127,,
"023821118","127",Census Tract 127,,
"023821122","127",Census Tract 127,,
"023821123","127",Census Tract 127,,
"023821143","127",Census Tract 127,,
"023821145","127",Census Tract 127,,
"023821146","127",Census Tract 127,,
"023822111","127",Census Tract 127,,
"023822112","127",Census Tract 127,,
"023822113","127",Census Tract 127,,
"023822114","127",Census Tract 127,,
"023822115","127",Census Tract 127,"127",Census Tract 127
"023822116","127",Census Tract 127,"127",Census Tract 127
"023822123","127",Census Tract 127,,
"023822124","127",Census Tract 127,,
"023822130","127",Census Tract 127,,
"023822132","127",Census Tract 127,,
"023822133","127",Census Tract 127,,
"023822134","127",Census Tract 127,,
"023822136","127",Census Tract 127,,
"023824106","127",Census Tract 127,,
"023824107","127",Census Tract 127,,
"023824109","127",Census Tract 127,,
"023824117","127",Census Tract 127,,
"023825103","127",Census Tract 127,,
"023825106","127",Census Tract 127,,
"023825109","127",Census Tract 127,,
"023907125","20.40",Census Tract 20.40,"27.09",Census Tract 27.09
"023918209","27.07",Census Tract 27.07,,
"023918210","27.07",Census Tract 27.07,,
"023919213","27.09",Census Tract 27.09,,
"023919214","27.09",Census Tract 27.09,,
"023919216","27.09",Census Tract 27.09,,
"023919217","27.09",Census Tract 27.09,,
"023919219","27.09",Census Tract 27.09,,
"023919221","27.09",Census Tract 27.09,,
"023919310","27.07",Census Tract 27.07,,
"023919316","27.07",Census Tract 27.07,"27.09",Census Tract 27.09
"023949140","27.07",Census Tract 27.07,,
"024017131","23.06",Census Tract 23.06,"23.06",Census Tract 23.06
"024017132","23.06",Census Tract 23.06,,
"024017134","23.06",Census Tract 23.06,,
"024017135","23.06",Census Tract 23.06,,
"024017136","23.06",Census Tract 23.06,,
"024018149","23.06",Census Tract 23.06,,
"024018151","23.06",Census Tract 23.06,,
"024018152","23.06",Census Tract 23.06,,
"024018153","23.06",Census Tract 23.06,,
"024018154","23.06",Census Tract 23.06,,
"024019147","23.06",Census Tract 23.06,,
"024020155","23.06",Census Tract 23.06,,
"024020164","23.06",Census Tract 23.06,,
"024020165","23.06",Census Tract 23.06,,
"024020167","23.06",Census Tract 23.06,,
"024020168","23.06",Census Tract 23.06,,
"024020169","23.06",Census Tract 23.06,,
"024021137","23.06",Census Tract 23.06,"23.06",Census Tract 23.06
"024021139","23.06",Census Tract 23.06,"23.06",Census Tract 23.06
"024021143","23.06",Census Tract 23.06,,
"024022130","23.06",Census Tract 23.06,,
"024022131","23.06",Census Tract 23.06,,
"024023135","23.06",Census Tract 23.06,,
"024023136","23.06",Census Tract 23.06,,
"024023138","23.06",Census Tract 23.06,,
"024024152","23.06",Census Tract 23.06,,
"024024153","23.06",Census Tract 23.06,,
"024024160","23.06",Census Tract 23.06,,
"024024169","23.06",Census Tract 23.06,,
"024025148","35.03",Census Tract 35.03,"23.06",Census Tract 23.06
"024025149","23.06",Census Tract 23.06,,
"024025150","23.06",Census Tract 23.06,,
"024025151","23.06",Census Tract 23.06,,
"024025155","35.03",Census Tract 35.03,"23.06",Census Tract 23.06
"024025161","23.06",Census Tract 23.06,,
"024025162","23.06",Census Tract 23.06,,
"024025163","35.03",Census Tract 35.03,"23.06",Census Tract 23.06
"024026172","23.06",Census Tract 23.06,"23.06",Census Tract 23.06
"024026173","23.06",Census Tract 23.06,,
"024026174","23.06",Census Tract 23.06,,
"024026175","23.06",Census Tract 23.06,,
"024610105","34.04",Census Tract 34.04,,
"025104249","33.01",Census Tract 33.01,,
"025111115","33.02",Census Tract 33.02,,
"025112121","33.01",Census Tract 33.01,,
"025114128","26.09",Census Tract 26.09,,
"025115139","26.09",Census Tract 26.09,,
"025120218","26.09",Census Tract 26.09,,
"025120219","26.09",Census Tract 26.09,,
"025203252","33.02",Census Tract 33.02,,
"025203273","33.02",Census Tract 33.02,,
"025205109","33.02",Census Tract 33.02,,
"025205110","33.02",Census Tract 33.02,,
"025209120","36.06",Census Tract 36.06,,
"025209157","36.06",Census Tract 36.06,,
"025211127","33.02",Census Tract 33.02,,
"025213149","26.08",Census Tract 26.08,,
"025213150","26.08",Census Tract 26.08,,
"025215196","26.08",Census Tract 26.08,,
"025215198","40.01",Census Tract 40.01,"26.08",Census Tract 26.08
"025217366","40.01",Census Tract 40.01,,
"025217367","40.01",Census Tract 40.01,,
"025217370","40.01",Census Tract 40.01,,
"025317116","40.01",Census Tract 40.01,"40.01",Census Tract 40.01
"025321156","40.04",Census Tract 40.04,,
"025325101","36.06",Census Tract 36.06,,
"025402136","36.09",Census Tract 36.09,,
"025402137","36.09",Census Tract 36.09,,
"025407127","36.12",Census Tract 36.12,,
"025407159","36.12",Census Tract 36.12,,
"025409120","36.09",Census Tract 36.09,,
"025409121","36.09",Census Tract 36.09,,
"025422116","26.08",Census Tract 26.08,,
"025422158","26.08",Census Tract 26.08,,
"025422159","26.08",Census Tract 26.08,,
"025426121","36.09",Census Tract 36.09,,
"025501136","26.09",Census Tract 26.09,,
"025501138","26.09",Census Tract 26.09,,
"025502135","26.09",Census Tract 26.09,,
"025502136","26.09",Census Tract 26.09,,
"025503133","26.09",Census Tract 26.09,,
"025506128","26.08",Census Tract 26.08,"26.08",Census Tract 26.08
"025506129","26.08",Census Tract 26.08,"26.08",Census Tract 26.08
"025506130","26.08",Census Tract 26.08,"26.08",Census Tract 26.08
"025507154","26.09",Census Tract 26.09,,
"025507155","26.09",Census Tract 26.09,,
"025507156","26.09",Census Tract 26.09,,
"025507157","26.09",Census Tract 26.09,,
